,id,type,name,latitude_deg,longitude_deg,elevation_ft,iso_country,City,Location,scheduled_service,local_code
9868,17447,small_airport,Lee Farms Airport,29.33469963,-82.16680145,100.0,US,Lowell,MICHIGAN,0,FL80
9870,7225,small_airport,Sutton's Field,41.32479858,-87.47589874,740.0,US,Lowell,MICHIGAN,0,0II8
9871,16529,small_airport,Lowell Airport,41.23009872,-87.50769806,675.0,US,Lowell,MICHIGAN,0,C97
9872,18159,small_airport,Wietbrock Airport,41.25979996,-87.48139954,695.0,US,Lowell,MICHIGAN,0,IN90
9873,8988,small_airport,Lowell City Airport,42.95389938,-85.34390259,681.0,US,Lowell,MICHIGAN,0,24C
9874,9110,small_airport,Van Strien Company Airport,42.923900599999996,-85.37809753,624.0,US,Lowell,MICHIGAN,0,26MI
9875,12492,small_airport,Cridler Airport,43.05110168,-85.41999817,870.0,US,Lowell,MICHIGAN,0,5MI3
9876,23676,small_airport,Checkpoint Charlie Airport,39.55670166,-81.56960297,640.0,US,Lowell,MICHIGAN,0,OI27
9883,11228,small_airport,Bartos Farm Airport,33.47249985,-101.7850037,3153.0,US,Lubbock,TEXAS,0,47XS
9884,15267,small_airport,Reese Airpark,33.59030151,-102.0370026,3338.0,US,Lubbock,TEXAS,0,8XS8
9889,11575,small_airport,Bird Nest Airport,31.00139999,-88.51699829,311.0,US,Lucedale,MISSISSIPPI,0,4MS5
9890,22330,small_airport,Cedar Creek Air Ranch Airport,30.80220032,-88.54750061,165.0,US,Lucedale,MISSISSIPPI,0,MS26
9891,22398,small_airport,Farmco Field,30.76689911,-88.59999847,130.0,US,Lucedale,MISSISSIPPI,0,MS98
9897,9081,small_airport,Hubbard Airport,31.31279945,-94.64430237,300.0,US,Lufkin,TEXAS,0,25TX
9898,9767,small_airport,Gravco STOLport,31.39019966,-94.69100189,284.0,US,Lufkin,TEXAS,0,2TA1
9900,18843,small_airport,I H Bass Jr Memorial Airport,31.01549911,-89.48259735,310.0,US,Lumberton,TEXAS,0,4R1
9901,11968,small_airport,Mynatt Field,34.37810135,-79.08059692,95.0,US,Lumberton,TEXAS,0,53NC
9905,11536,small_airport,Mears Creek Airfield,38.374298100000004,-76.48300171,27.0,US,Lusby,MARYLAND,0,4MD0
9906,21895,small_airport,Chesapeake Ranch Airstrip,38.36119843,-76.40519714,116.0,US,Lusby,MARYLAND,0,MD50
9907,20376,small_airport,Lusk Municipal Airport,42.75379944,-104.4049988,4964.0,US,Lusk,WYOMING,0,LSK
9914,43042,small_airport,Geraci Airpark,28.17499924,-82.48777771,65.0,US,Lutz,FLORIDA,0,FL35
9915,18315,small_airport,Frank Sikes Airport,31.73629951,-86.26249695,300.0,US,Luverne,ALABAMA,0,04A
9916,22735,small_airport,Johnson Private Airstrip,47.33330154,-97.90090179,1492.0,US,Luverne,ALABAMA,0,NA86
9920,22383,small_airport,Shade Tree Field,30.51049995,-89.14730072,113.0,US,Lyman,WYOMING,0,MS82
9922,8528,small_airport,Dittmer Airport,46.82910156,-97.26699829,943.0,US,Lynchburg,VIRGINIA,0,1ND7
9923,24425,small_airport,Tallon Field,34.10100174,-80.12560272,190.0,US,Lynchburg,VIRGINIA,0,SC27
9924,25397,small_airport,Ivy Hill Airport,37.39459991,-79.32479858,920.0,US,Lynchburg,VIRGINIA,0,VA65
9932,8696,small_airport,Lytle Airpark,29.25333405,-98.8611145,780.0,US,Lytle,TEXAS,0,1TX0
9947,21584,small_airport,Smith Airport,40.45420074,-90.62349701,702.0,US,Macomb,ILLINOIS,0,LL27
9948,9521,small_airport,Snow Airport,39.74980164,-88.97949982,728.0,US,Macon,GEORGIA,0,2LL4
9949,22080,small_airport,Carl's Airport,42.07120132,-83.88359833,850.0,US,Macon,GEORGIA,0,MI70
9950,22753,small_airport,Nocarva Airport,36.54180145,-78.05799866,275.0,US,Macon,GEORGIA,0,NC10
9956,11234,small_airport,Sallaberry Ranch Strip,37.05720139,-120.1439972,263.0,US,Madera,CALIFORNIA,0,48CN
9957,11277,small_airport,El Peco Ranch Airport,36.9054985,-120.177002,213.0,US,Madera,CALIFORNIA,0,49CL
9958,13925,small_airport,Daulton Airport,37.12080002,-119.987999,425.0,US,Madera,CALIFORNIA,0,77CA
9959,16261,small_airport,Palmer Field,34.69540024,-86.78610229,680.0,US,Madison,WISCONSIN,0,AL72
9960,22659,closed,Griswold Airport,41.27119827,-72.54969788,15.0,US,Madison,WISCONSIN,0,N04
9961,8278,small_airport,Bass Limited Airport,30.61940002,-83.30400085,100.0,US,Madison,WISCONSIN,0,1FD2
9962,10272,small_airport,Blue Springs Airport,30.48349953,-83.24990082,95.0,US,Madison,WISCONSIN,0,38FA
9963,14103,small_airport,Estherbrook Aerodrome,30.62439919,-83.28679657,100.0,US,Madison,WISCONSIN,0,7FD9
9964,8313,small_airport,Hay Field,33.51720047,-83.43969727,650.0,US,Madison,WISCONSIN,0,1GE7
9965,17523,small_airport,Dream Team Airport,33.59749985,-83.51779938,604.0,US,Madison,WISCONSIN,0,GA50
9966,17937,small_airport,Burke's Airport,38.77030182,-85.48470306,810.0,US,Madison,WISCONSIN,0,II53
9967,17938,small_airport,Giltner Airport,38.8158989,-85.4464035,850.0,US,Madison,WISCONSIN,0,II54
9968,24667,small_airport,Godfrey Airport,38.10969925,-96.11560059,1100.0,US,Madison,WISCONSIN,0,SN91
9969,19677,small_airport,Lac Qui Parle County Airport,44.98619843,-96.17769623,1082.0,US,Madison,WISCONSIN,0,DXX
9970,7393,small_airport,Lindsay Airport,36.35720062,-79.99749756,700.0,US,Madison,WISCONSIN,0,0NC7
9971,11639,small_airport,Sky Haven Airport,41.71699905,-81.10679626,940.0,US,Madison,WISCONSIN,0,4OH1
9972,23573,small_airport,Woodworth Airport,41.79230118,-81.05819702,678.0,US,Madison,WISCONSIN,0,OH03
9974,25477,small_airport,Arrowpoint Airport,38.3064003,-78.09889984,315.0,US,Madison,WISCONSIN,0,VG43
9975,11223,small_airport,Hensarling Airport,31.04800034,-95.91770172,315.0,US,Madisonville,KENTUCKY,0,47TS
9976,18872,small_airport,Madisonville Municipal Airport,30.91279984,-95.95200348,287.0,US,Madisonville,KENTUCKY,0,51R
9977,13741,small_airport,Ochs Private Airport,44.78430176,-120.95500179999999,1790.0,US,Madras,OREGON,0,72OR
9978,23533,small_airport,Bombay Farms Airport,44.65010071,-121.237999,2385.0,US,Madras,OREGON,0,OG19
9979,23565,small_airport,Six Springs Ranch Airport,44.48350143,-120.9160004,3780.0,US,Madras,OREGON,0,OG51
9982,22670,small_airport,Magdalena Airport,34.0945015,-107.29799650000001,6727.0,US,Magdalena,NEW MEXICO,0,N29
9983,23221,small_airport,Rancho Magdalena Airport,34.09749985,-107.29799650000001,6676.0,US,Magdalena,NEW MEXICO,0,NM01
9984,18433,small_airport,Magee Municipal Airport,31.86269951,-89.80059814,555.0,US,Magee,MISSISSIPPI,0,17M
9986,19251,small_airport,Magnolia Municipal Airport,33.22800064,-93.21700287,319.0,US,Magnolia,MISSISSIPPI,0,AGO
9987,17124,small_airport,Johnsons Airport,39.06819916,-75.4885025,43.0,US,Magnolia,MISSISSIPPI,0,DE09
9988,9267,small_airport,Fox Airport,40.68640137,-81.30259705,1020.0,US,Magnolia,MISSISSIPPI,0,29OH
10002,6929,small_airport,Interstate Airport,42.27819824,-113.3050003,4580.0,US,Malta,NEW YORK,0,07ID
10003,20455,small_airport,Malvern Municipal Airport,34.33330154,-92.7614975,538.0,US,Malvern,PENNSYLVANIA,0,M78
10004,12591,small_airport,Furey Airport,40.69720078,-81.17919922,1050.0,US,Malvern,PENNSYLVANIA,0,5OH9
10005,24176,small_airport,Altemose Ultralightport,40.09249878,-75.51580048,345.0,US,Malvern,PENNSYLVANIA,0,PN69
10007,11896,small_airport,Skyview Airport,38.71620178,-77.6339035,340.0,US,Manassas,VIRGINIA,0,51VA
10008,25403,small_airport,Aden Field,38.64849854,-77.53279877,210.0,US,Manassas,VIRGINIA,0,VA71
10009,25490,small_airport,Maples Field,38.60570145,-77.58470154,225.0,US,Manassas,VIRGINIA,0,VG57
10011,7268,small_airport,Sky Airport,37.11719894,-83.73609924,850.0,US,Manchester,CONNECTICUT,0,0KY8
10012,23787,small_airport,Mc Crays Airport,36.95890045,-98.07530212,1260.0,US,Manchester,CONNECTICUT,0,OK46
10013,23788,small_airport,Miller Brothers Airport,36.94169998,-98.01699829,1250.0,US,Manchester,CONNECTICUT,0,OK47
10014,6564,small_airport,Ragsdale Road Airport,35.51589966,-85.95359802,1100.0,US,Manchester,CONNECTICUT,0,00TN
10015,24940,small_airport,Spencer Field,35.38759995,-85.96250153,1080.0,US,Manchester,CONNECTICUT,0,TN24
10016,25554,small_airport,Ardell Flying Field,43.27780151,-72.91079712,1919.0,US,Manchester,CONNECTICUT,0,VT59
10017,12959,small_airport,Z. P. Field,46.85079956,-101.0749969,1840.0,US,Mandan,NORTH DAKOTA,0,64ND
10019,14330,small_airport,Scott Airport,34.97639847,-99.49980164,1650.0,US,Mangum,OKLAHOMA,0,7OK2
10020,18598,small_airport,Scott Field,34.89260101,-99.52819824,1643.0,US,Mangum,OKLAHOMA,0,2K4
10021,11038,small_airport,Smith Airport,39.10189819,-96.4178009,1100.0,US,Manhattan,NEW YORK,0,43KS
10022,11289,small_airport,N & N Airport,39.21409988,-96.67230225,1230.0,US,Manhattan,NEW YORK,0,49KS
10023,24668,small_airport,Sunshine Ranch Airport,39.33330154,-96.70030212,1300.0,US,Manhattan,NEW YORK,0,SN92
10024,12621,small_airport,Metzler Airport,40.16680145,-76.39969635,420.0,US,Manheim,PENNSYLVANIA,0,5PA3
10026,10886,small_airport,Woodland Airstrip,44.15000153,-87.61779785,610.0,US,Manitowoc,WISCONSIN,0,3WN7
10027,12500,small_airport,Budde Airport,44.20050049,-94.11329651,975.0,US,Mankato,MINNESOTA,0,5MN1
10028,13389,small_airport,Mankato Farmstrip Airport,44.09999847,-93.91690063,1002.0,US,Mankato,MINNESOTA,0,6MN7
10029,15392,small_airport,Hoppe Sky Ranch Airport,44.03210068,-93.9484024,1010.0,US,Mankato,MINNESOTA,0,93MN
10033,20534,small_airport,Santee Cooper Regional Airport,33.58710098,-80.20870209,103.0,US,Manning,SOUTH CAROLINA,0,MNI
10034,24436,small_airport,Pocotaligo Airport,33.70750046,-80.08059692,112.0,US,Manning,SOUTH CAROLINA,0,SC38
10035,24439,small_airport,Palmetto Air Plantation Airport,33.66609955,-80.24389648,140.0,US,Manning,SOUTH CAROLINA,0,SC41
10040,6767,small_airport,Van Gorder Airport,40.17860031,-88.56900024,728.0,US,Mansfield,CONNECTICUT,0,04IS
10041,11870,small_airport,Marvin D Bradd Airport,40.27170181,-88.49449921,797.0,US,Mansfield,CONNECTICUT,0,51IL
10042,11957,small_airport,Clapper Airport,40.15280151,-88.51670074,710.0,US,Mansfield,CONNECTICUT,0,53IL
10043,9682,small_airport,K & D Airways Airport,40.86389923,-82.42060089,1248.0,US,Mansfield,CONNECTICUT,0,2OI8
10044,10019,small_airport,Rall Field,40.76119995,-82.41790009,1330.0,US,Mansfield,CONNECTICUT,0,32OH
10045,23707,small_airport,Gorman Airport,40.75479889,-82.39160156,1230.0,US,Mansfield,CONNECTICUT,0,OI60
10046,13579,small_airport,Flying L Airpark,32.53760147,-97.13079834,680.0,US,Mansfield,CONNECTICUT,0,6TX7
10047,13580,small_airport,Hess Airport,32.55599976,-97.20639801,673.0,US,Mansfield,CONNECTICUT,0,6TX8
10048,24790,small_airport,Short Field,32.53990173,-97.19219971,650.0,US,Mansfield,CONNECTICUT,0,TA83
10049,25086,small_airport,Jack Miller STOLport,32.57509995,-97.08699799,600.0,US,Mansfield,CONNECTICUT,0,TS70
10050,22369,small_airport,Lamb's Field,34.32649994,-88.57250214,458.0,US,Mantachie,MISSISSIPPI,0,MS68
10056,14092,small_airport,Mills Airport,41.23839951,-81.25379944,1140.0,US,Mantua,NEW JERSEY,0,7.00E+03
10057,23660,small_airport,Carcioppolo Field,41.35919952,-81.21779633,1165.0,US,Mantua,NEW JERSEY,0,OH97
10066,7093,small_airport,Taylor Field,32.30089951,-111.3239975,2130.0,US,Marana,ARIZONA,0,0AZ1
10067,11356,small_airport,The Ultralight Strip Ultralightport,32.29470062,-111.34400179999999,2120.0,US,Marana,ARIZONA,0,4AZ8
10068,7422,small_airport,Lapeer Flyer Airport,42.43840027,-76.08879852,1280.0,US,Marathon,TEXAS,0,0NK6
10069,7054,small_airport,Pitcock Rosillos Mountain Ranch Airport,29.48240089,-103.16500090000001,3100.0,US,Marathon,TEXAS,0,09TS
10070,11272,small_airport,Maravillas Gap Ranch Airport,29.9265995,-103.29499820000001,3325.0,US,Marathon,TEXAS,0,48XS
10071,12670,small_airport,Iron Mountain Ranch Airport,30.27389908,-103.2369995,4313.0,US,Marathon,TEXAS,0,5TE5
10072,13581,small_airport,Stovall Ranch Nr 4 Airport,29.85490036,-102.7919998,3010.0,US,Marathon,TEXAS,0,6TX9
10073,15368,small_airport,Chaney San Francisco Ranch Airport,29.96689987,-102.9339981,3250.0,US,Marathon,TEXAS,0,92TE
10074,15403,small_airport,Mayhew Ranch Nr 1 Airport,29.80960083,-102.90799709999999,2783.0,US,Marathon,TEXAS,0,93TE
10076,14737,small_airport,Slaughter Ranch Airport,30.61269951,-98.29750061,890.0,US,Marble Falls,TEXAS,0,86TA
10077,26228,small_airport,Herbert Ranch Airport,30.48130035,-98.28109741,1140.0,US,Marble Falls,TEXAS,0,XS03
10084,10230,small_airport,Hilbert Airport,42.332199100000004,-88.60559845,890.0,US,Marengo,OHIO,0,37IS
10085,12865,small_airport,Ferris Field,42.18610001,-88.60430145,841.0,US,Marengo,OHIO,0,62IL
10086,12903,small_airport,Emerick Airport,42.183399200000004,-88.59449768,840.0,US,Marengo,OHIO,0,63IL
10087,12948,small_airport,Walpole Airport,42.24169922,-88.66680145,790.0,US,Marengo,OHIO,0,64IL
10088,12990,small_airport,Far Field,42.20090103,-88.62229919,830.0,US,Marengo,OHIO,0,65IL
10089,13027,small_airport,Aerogrange Airport,42.26919937,-88.57119751,820.0,US,Marengo,OHIO,0,66IL
10090,18216,small_airport,Wind Rose Farm Airport,42.17969894,-88.63279724,815.0,US,Marengo,OHIO,0,IS57
10094,16309,small_airport,Gerrard Airport,34.77149963,-90.8404007,205.0,US,Marianna,FLORIDA,0,AR18
10095,8829,small_airport,Land's Field,30.69459915,-85.31079865,100.0,US,Marianna,FLORIDA,0,21FD
10105,8600,small_airport,Hankins Airport,33.97510147,-97.08920288,843.0,US,Marietta,GEORGIA,0,1OK9
10106,13820,small_airport,W.G. Anderson Memorial Airport,33.95009995,-97.15029907,825.0,US,Marietta,GEORGIA,0,74OK
10107,23772,small_airport,Travis Airport,33.93590164,-97.05449677,862.0,US,Marietta,GEORGIA,0,OK29
10108,22050,small_airport,Wenning Landing Area Airport,42.75559998,-82.5582962,620.0,US,Marine City,MICHIGAN,0,MI37
10109,12734,small_airport,Larson Airport,45.08140182,-87.67929840000001,615.0,US,Marinette,WISCONSIN,0,5WI4
10110,18916,small_airport,Marion Crittenden County Airport,37.33430099,-88.11509705,650.0,US,Marion,ILLINOIS,0,5M9
10111,9539,small_airport,Anderson Farm Airport,38.04869843,-75.70349884,8.0,US,Marion,ILLINOIS,0,2MD0
10112,7364,small_airport,Hanson Airport,48.04059982,-114.6790009,3900.0,US,Marion,ILLINOIS,0,0MT6
10113,15533,small_airport,Cabin Creek Landing Airport,48.07490158,-114.6760025,3999.0,US,Marion,ILLINOIS,0,97MT
10114,22483,small_airport,Campbell Ranch Airport,48.00439835,-114.9990005,3360.0,US,Marion,ILLINOIS,0,MT88
10115,13075,small_airport,Waldie Farms Airport,46.54330063,-98.38230133,1456.0,US,Marion,ILLINOIS,0,67ND
10116,11622,small_airport,Ag-Alley Airport,43.16109848,-77.17749786,450.0,US,Marion,ILLINOIS,0,4NK6
10117,13865,small_airport,Soltis Field,40.50370026,-83.09020233,950.0,US,Marion,ILLINOIS,0,75OI
10118,7692,small_airport,Saint's Strip Ultralightport,29.55249977,-98.10310364,980.0,US,Marion,ILLINOIS,0,10TS
10119,8671,small_airport,Zuehl Airport,29.49550056,-98.15779877,592.0,US,Marion,ILLINOIS,0,1TE4
10120,12748,small_airport,Gary's Airport,29.5862999,-98.11969757,655.0,US,Marion,ILLINOIS,0,5XS4
10121,26230,small_airport,H M Ranch Airport,29.59880066,-98.1710968,751.0,US,Marion,ILLINOIS,0,XS05
10130,26232,small_airport,W D Cornilius Ranch Airport,28.95030022,-96.05999756,47.0,US,Markham,ILLINOIS,0,XS07
10131,10519,small_airport,Johnson Airport,40.77500153,-85.33889771,830.0,US,Markle,INDIANA,0,3IN4
10132,20531,small_airport,Selfs Airport,34.23149872,-90.28959656,162.0,US,Marks,MISSISSIPPI,0,MMS
10133,23575,small_airport,Sunset Strip,40.94390106,-81.23899841,1190.0,US,Marlboro,NEW YORK,0,OH07
10134,16977,small_airport,Rankl Field,41.60010147,-72.43289948,350.0,US,Marlborough,MASSACHUSETTS,0,CT20
10135,12604,small_airport,Alford A. Bratcher Airport,34.67509842,-97.85590363,1100.0,US,Marlow,OKLAHOMA,0,5OK8
10140,10093,small_airport,Jim Wehrli Memorial Airport,41.44480133,-88.71669769,630.0,US,Marseilles,ILLINOIS,0,34IS
10141,13065,small_airport,Mitchell RLA Restricted Landing Area,41.36669922,-88.65010071,705.0,US,Marseilles,ILLINOIS,0,67IL
10143,13145,small_airport,David Gillespie Airport,41.36529922,-88.67919922,730.0,US,Marseilles,ILLINOIS,0,69IL
10144,10572,small_airport,Kibler Airport,39.44609833,-87.64450073,588.0,US,Marshall,OKLAHOMA,0,3LL3
10145,25791,small_airport,Mathaire Field,43.25780106,-89.06479645,960.0,US,Marshall,OKLAHOMA,0,WI97
10147,22219,small_airport,Beckner Field,37.38750076,-92.95739746,1285.0,US,Marshfield,WISCONSIN,0,MO15
10148,22290,small_airport,Wells Airport,37.25170135,-92.83380127,1530.0,US,Marshfield,WISCONSIN,0,MO85
10149,10653,small_airport,Mc Donald Field,35.05350113,-80.40899658,545.0,US,Marshville,NORTH CAROLINA,0,3NC4
10150,11171,small_airport,Brown Field,34.89279938,-80.37329865,400.0,US,Marshville,NORTH CAROLINA,0,46NC
10154,7582,small_airport,Hollow Top Airport,43.32490158,-113.58799740000002,5359.0,US,Martin,TENNESSEE,0,0U7
10155,26000,small_airport,Michaels Farms Airport,39.39339828,-78.15579987,510.0,US,Martinsburg,WEST VIRGINIA,0,WV17
10156,15281,small_airport,Mc Daniel's Field,39.40890121,-86.44419861,600.0,US,Martinsville,INDIANA,0,90IN
10157,17939,small_airport,Hodges Airport,39.52700043,-86.3003006,625.0,US,Martinsville,INDIANA,0,II55
10158,17967,small_airport,Twelve Oaks Airport,39.45140076,-86.32830048,715.0,US,Martinsville,INDIANA,0,II87
10159,18089,small_airport,Jungclaus Airport,39.45370102,-86.28029633,765.0,US,Martinsville,INDIANA,0,IN20
10160,11765,small_airport,Davis Field,36.686798100000004,-79.66609955,840.0,US,Martinsville,INDIANA,0,4VA1
10161,13586,small_airport,Loury Lester Airpark,36.7417984,-79.84780121,1030.0,US,Martinsville,INDIANA,0,6VA2
10162,25345,small_airport,Gravely Airport,36.64680099,-79.79699707,750.0,US,Martinsville,INDIANA,0,VA12
10163,25404,small_airport,Covington Airport,36.60010147,-80.03869629,940.0,US,Martinsville,INDIANA,0,VA72
10165,8878,small_airport,Double Tree Farm Airport,39.29990005,-121.35900120000001,550.0,US,Marysville,OHIO,0,22CL
10166,15677,small_airport,Old Aerodrome,39.32490158,-121.35900120000001,700.0,US,Marysville,OHIO,0,9CL7
10167,9663,small_airport,Fl-Airfield,40.18249893,-83.35089874,980.0,US,Marysville,OHIO,0,2OA5
10168,19040,small_airport,Rankin Airport,40.33330154,-94.83360291,976.0,US,Maryville,TENNESSEE,0,78Y
10169,25001,small_airport,Montvale Airpark,35.69260025,-83.99880219,1030.0,US,Maryville,TENNESSEE,0,TN87
10171,9258,small_airport,Sawyer Field,42.59999847,-84.44999695,910.0,US,Mason,MICHIGAN,0,29MI
10172,22051,small_airport,Eichmeier Field,42.60229874,-84.42639923,900.0,US,Mason,MICHIGAN,0,MI38
10173,13944,small_airport,Collins-Flege Airpark,39.3628006,-84.34130096,860.0,US,Mason,MICHIGAN,0,77OH
10174,26233,small_airport,Polk Ranch Airport,30.87680054,-99.19950104,1840.0,US,Mason,MICHIGAN,0,XS08
10175,13764,small_airport,Harris Field,43.23559952,-93.20829773,1180.0,US,Mason City,IOWA,0,73IA
10186,17504,small_airport,Eliott Barrow Airport,33.20009995,-82.26650238,400.0,US,Matthews,MISSOURI,0,GA30
10187,15795,small_airport,Townley Farms Airport,39.48469925,-88.4693985,700.0,US,Mattoon,ILLINOIS,0,9LL9
10200,10984,small_airport,Orme School Airport,34.42779922,-112.0650024,3934.0,US,Mayer,ARIZONA,0,42AZ
10201,12010,small_airport,Sell's Flying Field,44.879100799999996,-93.88549805,980.0,US,Mayer,ARIZONA,0,54MN
10202,22175,small_airport,Ziermann Airport,44.875,-93.89189911,988.0,US,Mayer,ARIZONA,0,MN71
10207,21795,small_airport,Sids Airport,42.43817139,-71.47024536,220.0,US,Maynard,MASSACHUSETTS,0,MA52
10214,6592,small_airport,Stender Airport,41.66109848,-90.74130249,725.0,US,Maysville,KENTUCKY,0,01IA
10215,15048,small_airport,Cayton Pony Express Airport,39.82279968,-94.38410187,1043.0,US,Maysville,KENTUCKY,0,8MO5
10216,15069,small_airport,Parker Field,34.93640137,-77.27670288,40.0,US,Maysville,KENTUCKY,0,8NC7
10217,8598,small_airport,Grimes Airport,34.80009842,-97.48220062,1035.0,US,Maysville,KENTUCKY,0,1OK7
10218,9685,small_airport,Burford Corp. Airport,34.83200073,-97.41000366,945.0,US,Maysville,KENTUCKY,0,2OK0
10219,14266,small_airport,Ingebretson Airspray Airport,47.51720047,-97.33370209,982.0,US,Mayville,NEW YORK,0,7NA4
10220,13001,small_airport,Chautauqua Lake Airpark,42.28390121,-79.44390106,1655.0,US,Mayville,NEW YORK,0,65NY
10221,25568,small_airport,Lost River Resort Airport,48.64960098,-120.5019989,2415.0,US,Mazama,WASHINGTON,0,W12
10268,6813,small_airport,Rancho De Aereo Airport,40.2149839,-104.98442279999999,4978.0,US,Mead,COLORADO,1,05CO
10269,7145,small_airport,Cartwheel Airport,40.20830154,-105.01300049999999,5010.0,US,Mead,COLORADO,0,0CO8
10271,13668,small_airport,Mead Flying Service Airport,47.78720093,-117.3580017,1905.0,US,Mead,COLORADO,0,70S
10276,7350,small_airport,Franklin Field,31.42519951,-90.9029007,200.0,US,Meadville,MISSISSIPPI,0,0MS1
10278,14273,small_airport,Kimrey Airport,36.05540085,-79.3266983,624.0,US,Mebane,NORTH CAROLINA,0,7NC6
10280,25409,small_airport,Hanover Air Park,37.69400024,-77.37689972,196.0,US,Mechanicsville,VIRGINIA,0,VA77
10289,13390,small_airport,Underland Airstrip,44.15269852,-93.27239990000001,1145.0,US,Medford,MASSACHUSETTS,0,6MN8
10290,15130,small_airport,Cc & M Airport,36.79729843,-97.71839905,1085.0,US,Medford,MASSACHUSETTS,0,8OK7
10291,23857,small_airport,Snider Creek Airport,42.53900146,-122.92299650000001,1430.0,US,Medford,MASSACHUSETTS,0,OR06
10292,23947,small_airport,Burrill Airport,42.43870163,-122.86399840000001,1310.0,US,Medford,MASSACHUSETTS,0,OR97
10294,7483,small_airport,Linvill Airport,39.88479996,-75.41490173,180.0,US,Media,PENNSYLVANIA,0,0PA7
10303,22866,small_airport,Rau Field,46.81669998,-99.25039673,1855.0,US,Medina,OHIO,0,ND40
10304,13038,small_airport,Maple Ridge Airport,43.20280075,-78.35389709,646.0,US,Medina,OHIO,0,66NY
10305,14778,small_airport,Cinco B Ranch Airport,29.78770065,-99.26280212,1457.0,US,Medina,OHIO,0,87XS
10306,26236,small_airport,Idlewild Airport,29.77659988,-99.35919952,1660.0,US,Medina,OHIO,0,XS11
10307,26238,small_airport,T-4 Ranch Airport,29.816600800000003,-99.19670105,1595.0,US,Medina,OHIO,0,XS13
10308,11805,small_airport,Heaven's Landing Airport,39.16999817,-79.06169891,1220.0,US,Medley,FLORIDA,0,4WV4
10317,11190,small_airport,Mabry Field,36.04359818,-91.94390106,550.0,US,Melbourne,FLORIDA,0,47AR
10318,16351,small_airport,White River Airport,35.9211998,-92.00509644,310.0,US,Melbourne,FLORIDA,0,AR64
10319,9958,small_airport,Forever Florida Airport,28.043352000000002,-81.01923000000001,54.0,US,Melbourne,FLORIDA,0,31FL
10320,10486,small_airport,Whites Airport,41.96080017,-93.11990356,1050.0,US,Melbourne,FLORIDA,0,3IA1
10321,10320,small_airport,Sanders Ranch Airport,29.66250038,-82.00930023,150.0,US,Melrose,MASSACHUSETTS,0,39FA
10322,14907,small_airport,The Flying Horseman Airport,29.71520042,-82.09429932,192.0,US,Melrose,MASSACHUSETTS,0,8FD2
10323,17293,small_airport,Melrose Landing Airport,29.66690063,-81.95510101,159.0,US,Melrose,MASSACHUSETTS,0,FD22
10325,22405,small_airport,Langhus Airstrip,46.04159927,-110.1589966,5785.0,US,Melville,NEW YORK,0,MT07
10326,22433,small_airport,Cottontail Ranch Airport,46.13219833,-110.04699709999998,5340.0,US,Melville,NEW YORK,0,MT36
10327,7904,heliport,Windy's Heliport,40.7975502,-73.41790009,222.0,US,Melville,NEW YORK,1,14NY
10330,10815,small_airport,Wilson Field,35.09680176,-89.2806015,435.0,US,Memphis,TENNESSEE,0,3TN6
10331,24959,small_airport,Isle-A-Port STOLport,35.09590149,-90.11399841,215.0,US,Memphis,TENNESSEE,0,TN43
10332,19803,small_airport,Memphis Municipal Airport,34.73960114,-100.5299988,2102.0,US,Memphis,TENNESSEE,0,F21
10343,25721,small_airport,Skyport Airport,44.92020035,-91.97489929,878.0,US,Menomonie,WISCONSIN,0,WI27
10347,7931,small_airport,Hunt Farms Airport,37.34270096,-120.4039993,223.0,US,Merced,CALIFORNIA,0,15CL
10348,10129,small_airport,Flying M Ranch Airport,37.23189926,-120.4789963,154.0,US,Merced,CALIFORNIA,0,35CL
10349,7566,small_airport,Flying 'K' Ranch Ultralightport,26.15040016,-97.88359833,81.0,US,Mercedes,TEXAS,0,0TS8
10350,12750,small_airport,Old Reb Airport,26.17539978,-97.87529755,60.0,US,Mercedes,TEXAS,0,5XS6
10351,6775,small_airport,Beech Hill Airport,44.66669846,-69.89389801,625.0,US,Mercer,PENNSYLVANIA,0,04ME
10352,9612,small_airport,Westerlind Airport,47.49250031,-100.6999969,1910.0,US,Mercer,PENNSYLVANIA,0,2ND1
10353,9613,small_airport,Makeeff Airport,47.56689835,-100.7210007,1910.0,US,Mercer,PENNSYLVANIA,0,2ND2
10354,10346,small_airport,Nelson's Run Airport,41.21590042,-80.19760132,1305.0,US,Mercer,PENNSYLVANIA,0,39PN
10355,9860,small_airport,Blair Lake Airport,46.09740067,-90.16320038,1625.0,US,Mercer,PENNSYLVANIA,0,2WI5
10360,14530,small_airport,Blackhawk Airport,39.15620041,-95.57749939,1015.0,US,Meriden,CONNECTICUT,0,81KS
10361,10270,small_airport,Sanborn Airport,39.10929871,-121.8840027,36.0,US,Meridian,MISSISSIPPI,0,38CN
10362,15341,small_airport,Moronis Airport,39.10319901,-121.84999850000001,35.0,US,Meridian,MISSISSIPPI,0,92CL
10363,7349,small_airport,Topton Air Estates Airport,32.47499847,-88.61669922,453.0,US,Meridian,MISSISSIPPI,0,0MS0
10364,20645,small_airport,Joe Williams Nolf Airport,32.796199800000004,-88.83170319,539.0,US,Meridian,MISSISSIPPI,0,NJW
10369,15728,small_airport,Shaffer Airport,41.28250122,-85.43859863,940.0,US,Merriam,KANSAS,0,9II0
